bulletin_id,candidat_id,mission_id,date_paie,heures_indemnisees,salaire_brut_base,ifm_montant,cp_montant,total_brut,charges_patronales,cout_total_employeur
PAY-2026-1218,CAND-1390,MISS-12932,2024-03-28,70.0,3232.82,323.28,355.61,3911.71,1642.92,5554.63
PAY-2026-1219,CAND-1391,MISS-12042,2025-02-22,35.0,1075.44,107.54,118.3,1301.29,546.54,1847.83
PAY-2026-1220,CAND-1051,MISS-11569,2025-02-26,210.0,15027.18,1502.72,1652.99,18182.89,7636.82,25819.71
PAY-2026-1221,CAND-1282,MISS-10986,2025-04-18,70.0,2704.06,270.41,297.45,3271.91,1374.2,4646.11
PAY-2026-1222,CAND-1242,MISS-11365,2025-06-12,35.0,2538.38,253.84,279.22,3071.43,1290.0,4361.44
PAY-2026-1223,CAND-1213,MISS-10588,2026-01-06,70.0,3878.37,387.84,426.62,4692.83,1970.99,6663.82
PAY-2026-1224,CAND-1212,MISS-11563,2025-08-07,70.0,4019.47,401.95,442.14,4863.56,2042.69,6906.25
PAY-2026-1225,CAND-1101,MISS-12586,2025-11-22,70.0,2145.12,214.51,235.96,2595.6,1090.15,3685.75
PAY-2026-1226,CAND-1262,MISS-11802,2025-02-04,70.0,3173.4,317.34,349.07,3839.81,1612.72,5452.54
PAY-2026-1227,CAND-1060,MISS-11527,2024-05-17,315.0,9698.63,969.86,1066.85,11735.34,4928.84,16664.19
PAY-2026-1228,CAND-1310,MISS-13323,2024-02-26,70.0,4411.96,441.2,485.32,5338.47,2242.16,7580.62
PAY-2026-1229,CAND-1090,MISS-12373,2026-07-12,70.0,4631.41,463.14,509.46,5604.01,2353.68,7957.69
PAY-2026-1230,CAND-1030,MISS-12609,2026-07-29,210.0,12469.16,1246.92,1371.61,15087.69,6336.83,21424.52
PAY-2026-1231,CAND-1475,MISS-12545,2024-12-04,70.0,3324.74,332.47,365.72,4022.94,1689.64,5712.58
PAY-2026-1232,CAND-1014,MISS-10348,2024-06-14,35.0,2431.93,243.19,267.51,2942.63,1235.9,4178.53
PAY-2026-1233,CAND-1274,MISS-11224,2025-08-14,630.0,19766.98,1976.7,2174.37,23918.05,10045.58,33963.63
PAY-2026-1234,CAND-1414,MISS-13354,2025-06-04,315.0,22729.16,2272.92,2500.21,27502.28,11550.96,39053.24
PAY-2026-1235,CAND-1117,MISS-10765,2026-04-14,70.0,2218.78,221.88,244.07,2684.73,1127.59,3812.32
PAY-2026-1236,CAND-1396,MISS-12462,2025-03-02,210.0,14646.42,1464.64,1611.11,17722.16,7443.31,25165.47
PAY-2026-1237,CAND-1178,MISS-13085,2025-04-11,210.0,15020.34,1502.03,1652.24,18174.61,7633.34,25807.95
PAY-2026-1238,CAND-1035,MISS-10288,2025-04-22,35.0,2026.53,202.65,222.92,2452.1,1029.88,3481.98
PAY-2026-1239,CAND-1458,MISS-11015,2024-05-07,630.0,46269.02,4626.9,5089.59,55985.52,23513.92,79499.44
PAY-2026-1240,CAND-1064,MISS-10257,2025-02-02,210.0,8920.09,892.01,981.21,10793.31,4533.19,15326.51
PAY-2026-1241,CAND-1112,MISS-12968,2024-08-02,17.5,777.27,77.73,85.5,940.5,395.01,1335.51
PAY-2026-1242,CAND-1156,MISS-12617,2024-08-25,70.0,3821.78,382.18,420.4,4624.35,1942.23,6566.57
PAY-2026-1243,CAND-1409,MISS-12972,2024-07-04,70.0,4620.3,462.03,508.23,5590.57,2348.04,7938.61
PAY-2026-1244,CAND-1329,MISS-11932,2025-05-20,630.0,37067.24,3706.72,4077.4,44851.36,18837.57,63688.93
PAY-2026-1245,CAND-1065,MISS-12856,2025-07-22,35.0,1364.02,136.4,150.04,1650.46,693.19,2343.66
PAY-2026-1246,CAND-1330,MISS-12576,2026-07-02,210.0,13475.44,1347.54,1482.3,16305.28,6848.22,23153.49
PAY-2026-1247,CAND-1189,MISS-10427,2025-08-14,630.0,44044.35,4404.44,4844.88,53293.66,22383.34,75677.0
PAY-2026-1248,CAND-1093,MISS-12022,2025-09-27,70.0,4413.5,441.35,485.49,5340.34,2242.94,7583.28
PAY-2026-1249,CAND-1117,MISS-13240,2024-11-03,630.0,35802.98,3580.3,3938.33,43321.61,18195.08,61516.69
PAY-2026-1250,CAND-1051,MISS-13221,2024-03-31,70.0,4820.7,482.07,530.28,5833.04,2449.88,8282.92
PAY-2026-1251,CAND-1335,MISS-11482,2025-08-09,17.5,588.29,58.83,64.71,711.83,298.97,1010.8
PAY-2026-1252,CAND-1178,MISS-13341,2024-09-21,17.5,1035.55,103.56,113.91,1253.02,526.27,1779.28
PAY-2026-1253,CAND-1085,MISS-10168,2026-03-19,315.0,16592.58,1659.26,1825.18,20077.03,8432.35,28509.38
PAY-2026-1254,CAND-1284,MISS-12110,2026-06-15,35.0,1529.97,153.0,168.3,1851.26,777.53,2628.79
PAY-2026-1255,CAND-1334,MISS-10594,2024-02-06,210.0,12750.26,1275.03,1402.53,15427.81,6479.68,21907.49
PAY-2026-1256,CAND-1094,MISS-10924,2024-03-24,210.0,9421.7,942.17,1036.39,11400.25,4788.11,16188.36
PAY-2026-1257,CAND-1148,MISS-12051,2025-08-22,70.0,3880.0,388.0,426.8,4694.79,1971.81,6666.61
PAY-2026-1258,CAND-1001,MISS-12115,2026-02-18,630.0,37335.53,3733.55,4106.91,45175.99,18973.92,64149.91
PAY-2026-1259,CAND-1376,MISS-13378,2024-08-22,35.0,1720.23,172.02,189.23,2081.48,874.22,2955.7
PAY-2026-1260,CAND-1322,MISS-11885,2025-10-03,17.5,819.62,81.96,90.16,991.74,416.53,1408.27
PAY-2026-1261,CAND-1201,MISS-11520,2025-08-06,630.0,43122.96,4312.3,4743.53,52178.78,21915.09,74093.87
PAY-2026-1262,CAND-1255,MISS-10572,2025-09-16,35.0,1886.5,188.65,207.52,2282.66,958.72,3241.38
PAY-2026-1263,CAND-1434,MISS-13467,2025-06-19,315.0,10877.85,1087.79,1196.56,13162.2,5528.12,18690.32
PAY-2026-1264,CAND-1431,MISS-12242,2026-04-14,210.0,10656.43,1065.64,1172.21,12894.28,5415.6,18309.88
PAY-2026-1265,CAND-1329,MISS-11536,2025-06-21,630.0,30143.67,3014.37,3315.8,36473.84,15319.01,51792.85
PAY-2026-1266,CAND-1125,MISS-13153,2024-11-24,35.0,1547.4,154.74,170.21,1872.35,786.39,2658.73
PAY-2026-1267,CAND-1384,MISS-11338,2024-10-09,210.0,15437.74,1543.77,1698.15,18679.66,7845.46,26525.12
PAY-2026-1268,CAND-1379,MISS-11659,2024-07-20,70.0,3814.41,381.44,419.59,4615.44,1938.48,6553.92
PAY-2026-1269,CAND-1366,MISS-10547,2024-06-02,630.0,45436.44,4543.64,4998.01,54978.09,23090.8,78068.88
PAY-2026-1270,CAND-1208,MISS-11303,2025-02-06,35.0,2430.76,243.08,267.38,2941.21,1235.31,4176.52
PAY-2026-1271,CAND-1323,MISS-11002,2026-03-23,70.0,4301.69,430.17,473.19,5205.04,2186.12,7391.16
PAY-2026-1272,CAND-1075,MISS-11216,2024-06-17,70.0,3492.33,349.23,384.16,4225.72,1774.8,6000.52
PAY-2026-1273,CAND-1297,MISS-10126,2025-08-13,70.0,4188.42,418.84,460.73,5067.99,2128.56,7196.54
PAY-2026-1274,CAND-1358,MISS-13285,2026-08-18,35.0,1344.19,134.42,147.86,1626.47,683.12,2309.59
PAY-2026-1275,CAND-1027,MISS-11140,2024-04-23,630.0,44693.0,4469.3,4916.23,54078.53,22712.98,76791.51
PAY-2026-1276,CAND-1214,MISS-12678,2024-12-19,210.0,7386.24,738.62,812.49,8937.34,3753.68,12691.03
PAY-2026-1277,CAND-1202,MISS-11118,2025-09-19,35.0,1715.68,171.57,188.72,2075.97,871.91,2947.87
PAY-2026-1278,CAND-1174,MISS-13308,2026-06-30,210.0,15734.52,1573.45,1730.8,19038.76,7996.28,27035.04
PAY-2026-1279,CAND-1388,MISS-12424,2026-01-20,210.0,10561.73,1056.17,1161.79,12779.69,5367.47,18147.16
PAY-2026-1280,CAND-1385,MISS-11852,2024-07-31,315.0,17246.21,1724.62,1897.08,20867.91,8764.52,29632.44
PAY-2026-1281,CAND-1406,MISS-10313,2025-10-22,315.0,23388.9,2338.89,2572.78,28300.58,11886.24,40186.82
PAY-2026-1282,CAND-1392,MISS-10305,2026-03-18,35.0,1073.5,107.35,118.08,1298.94,545.55,1844.49
PAY-2026-1283,CAND-1336,MISS-10632,2025-02-21,35.0,1297.57,129.76,142.73,1570.06,659.43,2229.48
PAY-2026-1284,CAND-1054,MISS-12394,2024-10-14,70.0,3121.84,312.18,343.4,3777.42,1586.52,5363.94
PAY-2026-1285,CAND-1049,MISS-13005,2025-08-17,17.5,954.08,95.41,104.95,1154.44,484.87,1639.31
PAY-2026-1286,CAND-1452,MISS-10059,2025-06-08,630.0,32974.66,3297.47,3627.21,39899.34,16757.72,56657.07
PAY-2026-1287,CAND-1316,MISS-12967,2026-07-03,315.0,14806.66,1480.67,1628.73,17916.06,7524.74,25440.8
PAY-2026-1288,CAND-1111,MISS-10113,2025-01-29,35.0,2214.15,221.42,243.56,2679.12,1125.23,3804.35
PAY-2026-1289,CAND-1060,MISS-13441,2024-03-19,17.5,532.22,53.22,58.54,643.99,270.47,914.46
PAY-2026-1290,CAND-1358,MISS-12622,2026-01-05,35.0,1302.69,130.27,143.3,1576.25,662.03,2238.28
PAY-2026-1291,CAND-1354,MISS-11041,2026-04-15,210.0,14736.9,1473.69,1621.06,17831.65,7489.29,25320.94
PAY-2026-1292,CAND-1140,MISS-11791,2026-04-05,35.0,1475.18,147.52,162.27,1784.97,749.69,2534.65
PAY-2026-1293,CAND-1470,MISS-12294,2025-04-01,70.0,2395.84,239.58,263.54,2898.97,1217.57,4116.54
PAY-2026-1294,CAND-1200,MISS-13385,2024-08-15,210.0,13216.78,1321.68,1453.85,15992.3,6716.77,22709.07
PAY-2026-1295,CAND-1186,MISS-13097,2024-08-20,17.5,877.13,87.71,96.48,1061.33,445.76,1507.08
PAY-2026-1296,CAND-1247,MISS-10415,2025-06-20,70.0,4111.55,411.16,452.27,4974.98,2089.49,7064.47
PAY-2026-1297,CAND-1013,MISS-12236,2024-02-03,315.0,11297.74,1129.77,1242.75,13670.27,5741.51,19411.79
PAY-2026-1298,CAND-1394,MISS-10802,2026-02-11,70.0,5172.59,517.26,568.98,6258.83,2628.71,8887.54
PAY-2026-1299,CAND-1352,MISS-10898,2025-08-16,17.5,1076.72,107.67,118.44,1302.84,547.19,1850.03
PAY-2026-1300,CAND-1459,MISS-11402,2026-03-03,210.0,12733.3,1273.33,1400.66,15407.29,6471.06,21878.35
PAY-2026-1301,CAND-1027,MISS-12860,2024-02-04,35.0,2029.6,202.96,223.26,2455.81,1031.44,3487.25
PAY-2026-1302,CAND-1245,MISS-10996,2024-06-27,210.0,10077.24,1007.72,1108.5,12193.46,5121.25,17314.71
PAY-2026-1303,CAND-1043,MISS-10779,2025-03-21,35.0,1247.56,124.76,137.23,1509.54,634.01,2143.55
PAY-2026-1304,CAND-1459,MISS-11402,2026-03-03,210.0,12733.3,1273.33,1400.66,15407.29,6471.06,21878.35
PAY-2026-1305,CAND-1212,MISS-13424,2024-09-19,315.0,12171.52,1217.15,1338.87,14727.55,6185.57,20913.11
PAY-2026-1306,CAND-1468,MISS-11534,2025-07-08,35.0,2519.36,251.94,277.13,3048.43,1280.34,4328.76
PAY-2026-1307,CAND-1424,MISS-10899,2025-05-05,70.0,4104.17,410.42,451.46,4966.05,2085.74,7051.78
PAY-2026-1308,CAND-1489,MISS-12120,2025-09-01,210.0,13447.82,1344.78,1479.26,16271.86,6834.18,23106.04
PAY-2026-1309,CAND-1038,MISS-12396,2025-10-04,70.0,4579.58,457.96,503.75,5541.29,2327.34,7868.63
PAY-2026-1310,CAND-1277,MISS-11360,2025-09-28,35.0,1429.34,142.93,157.23,1729.51,726.39,2455.9
PAY-2026-1311,CAND-1185,MISS-10544,2026-08-27,35.0,1362.21,136.22,149.84,1648.27,692.28,2340.55
PAY-2026-1312,CAND-1209,MISS-11196,2024-11-28,315.0,11732.42,1173.24,1290.57,14196.22,5962.41,20158.64
PAY-2026-1313,CAND-1342,MISS-13152,2024-04-23,70.0,3236.36,323.64,356.0,3916.0,1644.72,5560.71
PAY-2026-1314,CAND-1265,MISS-13402,2026-08-15,70.0,3445.1,344.51,378.96,4168.58,1750.8,5919.38
PAY-2026-1315,CAND-1306,MISS-13311,2026-05-04,315.0,15660.0,1566.0,1722.6,18948.61,7958.41,26907.02
PAY-2026-1316,CAND-1280,MISS-10207,2026-04-20,315.0,17863.3,1786.33,1964.96,21614.59,9078.13,30692.72
PAY-2026-1317,CAND-1369,MISS-12458,2026-07-26,630.0,41784.36,4178.44,4596.28,50559.07,21234.81,71793.88
PAY-2026-1318,CAND-1441,MISS-13230,2025-01-14,35.0,1711.88,171.19,188.31,2071.37,869.98,2941.35
PAY-2026-1319,CAND-1091,MISS-10203,2026-08-04,70.0,3461.36,346.14,380.75,4188.24,1759.06,5947.3
PAY-2026-1320,CAND-1436,MISS-10321,2025-09-17,70.0,3779.25,377.92,415.72,4572.89,1920.61,6493.51
PAY-2026-1321,CAND-1487,MISS-10055,2024-12-17,70.0,2574.8,257.48,283.23,3115.51,1308.52,4424.03
PAY-2026-1322,CAND-1379,MISS-13344,2025-12-03,70.0,3543.92,354.39,389.83,4288.14,1801.02,6089.16
PAY-2026-1323,CAND-1123,MISS-11849,2024-08-06,630.0,28220.32,2822.03,3104.24,34146.59,14341.57,48488.15
PAY-2026-1324,CAND-1013,MISS-12236,2024-02-03,315.0,11297.74,1129.77,1242.75,13670.27,5741.51,19411.79
PAY-2026-1325,CAND-1104,MISS-12714,2024-10-08,315.0,14613.4,1461.34,1607.47,17682.22,7426.53,25108.75
PAY-2026-1326,CAND-1121,MISS-11770,2026-07-01,630.0,29484.41,2948.44,3243.29,35676.14,14983.98,50660.11
PAY-2026-1327,CAND-1234,MISS-12518,2025-04-07,35.0,2452.05,245.21,269.73,2966.98,1246.13,4213.11
PAY-2026-1328,CAND-1098,MISS-12547,2025-10-28,315.0,9526.04,952.6,1047.86,11526.51,4841.13,16367.64
PAY-2026-1329,CAND-1308,MISS-10748,2024-07-10,35.0,1147.77,114.78,126.25,1388.8,583.3,1972.1
PAY-2026-1330,CAND-1189,MISS-12257,2026-08-23,210.0,15318.3,1531.83,1685.01,18535.14,7784.76,26319.9
PAY-2026-1331,CAND-1335,MISS-10196,2025-08-17,70.0,3125.09,312.51,343.76,3781.36,1588.17,5369.53
PAY-2026-1332,CAND-1199,MISS-10094,2025-01-20,17.5,1251.04,125.1,137.61,1513.76,635.78,2149.55
PAY-2026-1333,CAND-1125,MISS-13153,2024-11-24,35.0,1547.4,154.74,170.21,1872.35,786.39,2658.73
PAY-2026-1334,CAND-1299,MISS-12803,2024-10-12,210.0,14583.73,1458.37,1604.21,17646.31,7411.45,25057.76
PAY-2026-1335,CAND-1348,MISS-10472,2025-12-10,210.0,13674.54,1367.45,1504.2,16546.19,6949.4,23495.59
PAY-2026-1336,CAND-1284,MISS-12379,2026-08-10,210.0,10417.22,1041.72,1145.89,12604.84,5294.03,17898.87
PAY-2026-1337,CAND-1277,MISS-11794,2025-01-24,210.0,14555.65,1455.56,1601.12,17612.34,7397.18,25009.52
PAY-2026-1338,CAND-1204,MISS-11160,2025-12-10,210.0,10563.98,1056.4,1162.04,12782.42,5368.62,18151.04
PAY-2026-1339,CAND-1105,MISS-11273,2025-05-24,17.5,1004.4,100.44,110.48,1215.32,510.44,1725.76
PAY-2026-1340,CAND-1118,MISS-13261,2024-06-24,315.0,20202.65,2020.27,2222.29,24445.21,10266.99,34712.19
PAY-2026-1341,CAND-1320,MISS-11243,2026-08-22,70.0,2780.48,278.05,305.85,3364.37,1413.04,4777.41
PAY-2026-1342,CAND-1102,MISS-11761,2024-12-04,210.0,8425.46,842.55,926.8,10194.81,4281.82,14476.63
PAY-2026-1343,CAND-1304,MISS-12245,2025-11-10,35.0,2185.66,218.57,240.42,2644.65,1110.75,3755.4
PAY-2026-1344,CAND-1266,MISS-11582,2024-02-05,210.0,6680.39,668.04,734.84,8083.27,3394.97,11478.25
PAY-2026-1345,CAND-1258,MISS-12205,2024-06-29,70.0,4607.51,460.75,506.83,5575.09,2341.54,7916.62
PAY-2026-1346,CAND-1455,MISS-12281,2026-07-31,70.0,4718.3,471.83,519.01,5709.14,2397.84,8106.98
PAY-2026-1347,CAND-1216,MISS-10535,2024-09-10,70.0,2961.32,296.13,325.75,3583.2,1504.94,5088.14
PAY-2026-1348,CAND-1164,MISS-13280,2025-08-04,70.0,4333.75,433.38,476.71,5243.84,2202.41,7446.25
PAY-2026-1349,CAND-1343,MISS-10704,2024-10-30,35.0,1722.56,172.26,189.48,2084.3,875.4,2959.7
PAY-2026-1350,CAND-1299,MISS-10115,2025-07-18,210.0,12860.18,1286.02,1414.62,15560.81,6535.54,22096.35
PAY-2026-1351,CAND-1327,MISS-11111,2025-10-26,210.0,11485.1,1148.51,1263.36,13896.97,5836.73,19733.7
PAY-2026-1352,CAND-1031,MISS-10739,2025-04-15,70.0,4211.29,421.13,463.24,5095.66,2140.18,7235.84
PAY-2026-1353,CAND-1231,MISS-10092,2026-08-15,17.5,644.92,64.49,70.94,780.35,327.75,1108.09
PAY-2026-1354,CAND-1346,MISS-13120,2024-05-29,70.0,2344.35,234.44,257.88,2836.66,1191.4,4028.06
PAY-2026-1355,CAND-1205,MISS-12150,2024-05-15,630.0,22093.78,2209.38,2430.32,26733.47,11228.06,37961.53
PAY-2026-1356,CAND-1395,MISS-13234,2026-03-21,70.0,3450.51,345.05,379.56,4175.12,1753.55,5928.67
PAY-2026-1357,CAND-1055,MISS-10625,2024-09-10,210.0,15736.15,1573.62,1730.98,19040.74,7997.11,27037.85
PAY-2026-1358,CAND-1434,MISS-13467,2025-06-19,315.0,10877.85,1087.79,1196.56,13162.2,5528.12,18690.32
PAY-2026-1359,CAND-1248,MISS-11938,2024-04-12,315.0,20932.1,2093.21,2302.53,25327.84,10637.69,35965.53
PAY-2026-1360,CAND-1487,MISS-10710,2025-10-15,70.0,3292.08,329.21,362.13,3983.42,1673.04,5656.45
PAY-2026-1361,CAND-1204,MISS-12248,2024-08-09,35.0,1246.12,124.61,137.07,1507.81,633.28,2141.08
PAY-2026-1362,CAND-1487,MISS-10821,2024-11-18,17.5,802.14,80.21,88.23,970.58,407.65,1378.23
PAY-2026-1363,CAND-1127,MISS-10339,2024-03-31,35.0,1819.62,181.96,200.16,2201.75,924.73,3126.48
PAY-2026-1364,CAND-1398,MISS-12452,2025-04-29,35.0,1451.66,145.17,159.68,1756.51,737.73,2494.24
PAY-2026-1365,CAND-1411,MISS-10502,2024-05-19,630.0,35234.3,3523.43,3875.77,42633.5,17906.07,60539.57
PAY-2026-1366,CAND-1031,MISS-12758,2025-09-21,17.5,733.48,73.35,80.68,887.51,372.75,1260.27
PAY-2026-1367,CAND-1497,MISS-10441,2024-02-22,315.0,17380.17,1738.02,1911.82,21030.01,8832.6,29862.61
PAY-2026-1368,CAND-1353,MISS-11306,2026-04-12,35.0,1601.07,160.11,176.12,1937.29,813.66,2750.96
PAY-2026-1369,CAND-1113,MISS-10759,2025-11-05,35.0,1823.38,182.34,200.57,2206.29,926.64,3132.93
PAY-2026-1370,CAND-1384,MISS-11338,2024-10-09,210.0,15437.74,1543.77,1698.15,18679.66,7845.46,26525.12
PAY-2026-1371,CAND-1419,MISS-10409,2026-07-08,70.0,2296.2,229.62,252.58,2778.4,1166.93,3945.33
PAY-2026-1372,CAND-1096,MISS-11406,2024-09-11,210.0,11534.2,1153.42,1268.76,13956.38,5861.68,19818.06
PAY-2026-1373,CAND-1397,MISS-10867,2024-06-22,70.0,3853.24,385.32,423.86,4662.41,1958.21,6620.63
PAY-2026-1374,CAND-1216,MISS-10690,2025-03-18,70.0,2395.72,239.57,263.53,2898.82,1217.5,4116.32
PAY-2026-1375,CAND-1096,MISS-11406,2024-09-11,210.0,11534.2,1153.42,1268.76,13956.38,5861.68,19818.06
PAY-2026-1376,CAND-1472,MISS-11513,2026-08-12,210.0,12647.52,1264.75,1391.23,15303.49,6427.47,21730.96
PAY-2026-1377,CAND-1467,MISS-12503,2026-03-17,70.0,3192.39,319.24,351.16,3862.79,1622.37,5485.16
PAY-2026-1378,CAND-1002,MISS-10590,2025-05-12,35.0,1898.03,189.8,208.78,2296.62,964.58,3261.2
PAY-2026-1379,CAND-1460,MISS-10266,2024-06-24,35.0,2536.12,253.61,278.97,3068.71,1288.86,4357.57
PAY-2026-1380,CAND-1104,MISS-12601,2025-06-04,70.0,2861.91,286.19,314.81,3462.91,1454.42,4917.33
PAY-2026-1381,CAND-1219,MISS-10124,2026-05-05,70.0,5130.24,513.02,564.33,6207.6,2607.19,8814.79
PAY-2026-1382,CAND-1390,MISS-10243,2025-04-18,210.0,14279.84,1427.98,1570.78,17278.6,7257.01,24535.61
PAY-2026-1383,CAND-1051,MISS-11286,2024-08-18,35.0,2585.49,258.55,284.4,3128.44,1313.95,4442.39
PAY-2026-1384,CAND-1087,MISS-13138,2025-09-24,70.0,2726.0,272.6,299.86,3298.45,1385.35,4683.8
PAY-2026-1385,CAND-1344,MISS-11386,2024-04-26,630.0,22782.6,2278.26,2506.09,27566.94,11578.11,39145.05
PAY-2026-1386,CAND-1182,MISS-11627,2025-02-25,17.5,815.17,81.52,89.67,986.36,414.27,1400.63
PAY-2026-1387,CAND-1056,MISS-10812,2025-08-13,70.0,5042.98,504.3,554.73,6102.0,2562.84,8664.84
PAY-2026-1388,CAND-1340,MISS-10671,2026-01-30,210.0,12617.41,1261.74,1387.92,15267.07,6412.17,21679.23
PAY-2026-1389,CAND-1098,MISS-12547,2025-10-28,315.0,9526.04,952.6,1047.86,11526.51,4841.13,16367.64
PAY-2026-1390,CAND-1150,MISS-12699,2025-03-17,210.0,6305.05,630.51,693.56,7629.11,3204.23,10833.34
PAY-2026-1391,CAND-1188,MISS-10156,2024-07-08,210.0,14201.98,1420.2,1562.22,17184.4,7217.45,24401.85
PAY-2026-1392,CAND-1411,MISS-11586,2024-04-24,35.0,1959.05,195.9,215.5,2370.45,995.59,3366.04
PAY-2026-1393,CAND-1001,MISS-11571,2025-01-11,210.0,7980.08,798.01,877.81,9655.9,4055.48,13711.38
PAY-2026-1394,CAND-1444,MISS-11879,2024-09-22,630.0,41508.89,4150.89,4565.98,50225.76,21094.82,71320.58
PAY-2026-1395,CAND-1361,MISS-12933,2026-02-14,70.0,3303.88,330.39,363.43,3997.69,1679.03,5676.73
PAY-2026-1396,CAND-1292,MISS-10829,2026-07-23,210.0,8788.07,878.81,966.69,10633.56,4466.1,15099.66
PAY-2026-1397,CAND-1094,MISS-11999,2024-10-21,210.0,12502.91,1250.29,1375.32,15128.52,6353.98,21482.5
PAY-2026-1398,CAND-1481,MISS-12619,2024-12-02,315.0,11360.38,1136.04,1249.64,13746.05,5773.34,19519.4
PAY-2026-1399,CAND-1390,MISS-13039,2025-07-10,70.0,5157.78,515.78,567.36,6240.92,2621.19,8862.11
PAY-2026-1400,CAND-1327,MISS-11005,2024-07-21,70.0,3176.36,317.64,349.4,3843.4,1614.23,5457.63
PAY-2026-1401,CAND-1214,MISS-13023,2026-09-02,315.0,16561.31,1656.13,1821.74,20039.19,8416.46,28455.64
PAY-2026-1402,CAND-1469,MISS-12034,2026-02-08,630.0,38907.44,3890.74,4279.82,47078.0,19772.76,66850.75
PAY-2026-1403,CAND-1444,MISS-11176,2025-08-19,17.5,536.82,53.68,59.05,649.55,272.81,922.36
PAY-2026-1404,CAND-1165,MISS-12399,2025-07-22,630.0,40191.01,4019.1,4421.01,48631.12,20425.07,69056.19
PAY-2026-1405,CAND-1183,MISS-10947,2024-07-05,17.5,902.48,90.25,99.27,1092.01,458.64,1550.65
PAY-2026-1406,CAND-1054,MISS-12375,2024-12-15,70.0,4333.5,433.35,476.69,5243.54,2202.29,7445.83
PAY-2026-1407,CAND-1221,MISS-10560,2025-03-12,70.0,2301.43,230.14,253.16,2784.73,1169.59,3954.32
PAY-2026-1408,CAND-1489,MISS-12026,2024-06-09,70.0,2216.22,221.62,243.78,2681.62,1126.28,3807.9
PAY-2026-1409,CAND-1101,MISS-10805,2026-02-06,70.0,4948.45,494.84,544.33,5987.62,2514.8,8502.43
PAY-2026-1410,CAND-1466,MISS-12133,2026-01-23,17.5,881.5,88.15,96.96,1066.61,447.98,1514.58
PAY-2026-1411,CAND-1316,MISS-10519,2024-04-10,35.0,1262.06,126.21,138.83,1527.09,641.38,2168.47
PAY-2026-1412,CAND-1197,MISS-11392,2024-04-17,70.0,4730.09,473.01,520.31,5723.41,2403.83,8127.24
PAY-2026-1413,CAND-1189,MISS-13130,2024-06-17,70.0,4566.1,456.61,502.27,5524.97,2320.49,7845.46
PAY-2026-1414,CAND-1184,MISS-11779,2025-12-17,70.0,3419.64,341.96,376.16,4137.76,1737.86,5875.63
PAY-2026-1415,CAND-1035,MISS-13061,2024-02-22,35.0,2151.98,215.2,236.72,2603.9,1093.64,3697.54
PAY-2026-1416,CAND-1094,MISS-13149,2026-03-12,210.0,6346.13,634.61,698.07,7678.82,3225.1,10903.92
PAY-2026-1417,CAND-1477,MISS-13410,2025-06-19,70.0,5165.5,516.55,568.2,6250.25,2625.1,8875.35
PAY-2026-1418,CAND-1022,MISS-11623,2024-02-04,17.5,961.36,96.14,105.75,1163.25,488.56,1651.81
PAY-2026-1419,CAND-1355,MISS-10451,2026-06-28,17.5,1038.86,103.89,114.28,1257.03,527.95,1784.98
PAY-2026-1420,CAND-1485,MISS-13398,2026-04-22,70.0,2574.18,257.42,283.16,3114.76,1308.2,4422.96
PAY-2026-1421,CAND-1189,MISS-13130,2024-06-17,70.0,4566.1,456.61,502.27,5524.97,2320.49,7845.46
PAY-2026-1422,CAND-1295,MISS-13351,2025-07-14,70.0,2254.4,225.44,247.98,2727.82,1145.69,3873.51
PAY-2026-1423,CAND-1309,MISS-12013,2025-03-20,630.0,23811.32,2381.13,2619.25,28811.7,12100.91,40912.61
PAY-2026-1424,CAND-1187,MISS-11731,2026-08-02,210.0,10108.96,1010.9,1111.99,12231.84,5137.37,17369.22
PAY-2026-1425,CAND-1232,MISS-11562,2025-08-20,17.5,856.14,85.61,94.17,1035.92,435.09,1471.01
PAY-2026-1426,CAND-1488,MISS-12176,2026-05-16,210.0,14772.8,1477.28,1625.01,17875.08,7507.53,25382.62
PAY-2026-1427,CAND-1319,MISS-10706,2025-12-09,70.0,3372.95,337.3,371.02,4081.27,1714.13,5795.4
PAY-2026-1428,CAND-1417,MISS-13238,2025-10-02,17.5,1286.27,128.63,141.49,1556.39,653.68,2210.07
PAY-2026-1429,CAND-1282,MISS-10986,2025-04-18,70.0,2704.06,270.41,297.45,3271.91,1374.2,4646.11
PAY-2026-1430,CAND-1169,MISS-10571,2025-10-25,35.0,2030.12,203.01,223.31,2456.45,1031.71,3488.15
PAY-2026-1431,CAND-1230,MISS-10130,2025-07-08,70.0,2341.5,234.15,257.56,2833.22,1189.95,4023.17
PAY-2026-1432,CAND-1336,MISS-12292,2024-03-01,70.0,4328.42,432.84,476.13,5237.39,2199.7,7437.09
PAY-2026-1433,CAND-1062,MISS-12966,2025-03-02,630.0,26214.92,2621.49,2883.64,31720.05,13322.42,45042.47
PAY-2026-1434,CAND-1425,MISS-12246,2025-06-06,35.0,1772.06,177.21,194.93,2144.19,900.56,3044.75
PAY-2026-1435,CAND-1222,MISS-12589,2024-09-22,315.0,18067.78,1806.78,1987.46,21862.01,9182.05,31044.06
PAY-2026-1436,CAND-1449,MISS-12361,2025-12-27,315.0,11931.91,1193.19,1312.51,14437.61,6063.8,20501.41
