mission_id,agence_id,client_id,candidat_id,type_contrat,statut_mission,date_debut,date_fin,heures_travaillees,taux_horaire_paye,taux_horaire_facture,coeff_facturation,chiffre_affaires,cout_salarial,marge_brute
MISS-10167,AG-04,CLI-161,CAND-1139,Recrutement CDI,Terminée,2025-12-06,2025-12-16,70,38.72,74.73,1.93,5230.86,2710.4,2520.46
MISS-10168,AG-11,CLI-164,CAND-1085,Management Transition,Terminée,2026-02-17,2026-05-18,630,52.67,94.55,1.795,59565.23,33185.17,26380.05
MISS-10169,AG-16,CLI-146,CAND-1180,Intérim IA/Data,Terminée,2024-11-16,2024-11-26,70,71.68,142.38,1.986,9966.6,5017.33,4949.27
MISS-10170,AG-14,CLI-136,CAND-1317,Intérim IA/Data,Terminée,2025-11-06,2026-01-05,420,37.18,71.05,1.911,29838.91,15614.04,14224.87
MISS-10171,AG-09,CLI-117,CAND-1041,Intérim IA/Data,Terminée,2025-09-16,2025-10-06,140,58.4,111.04,1.901,15544.95,8176.52,7368.43
MISS-10172,AG-20,CLI-177,CAND-1261,Intérim IA/Data,Terminée,2025-05-13,2025-06-02,140,36.83,69.12,1.877,9677.15,5155.9,4521.25
MISS-10173,AG-01,CLI-107,CAND-1041,Intérim IA/Data,Terminée,2026-08-05,2026-10-04,420,59.63,118.4,1.985,49726.56,25046.51,24680.04
MISS-10174,AG-05,CLI-176,CAND-1093,Intérim IA/Data,En cours,2026-07-17,2026-07-27,70,38.18,74.3,1.946,5200.75,2672.89,2527.86
MISS-10175,AG-21,CLI-174,CAND-1345,Intérim IA/Data,Terminée,2025-07-17,2025-08-06,140,38.55,72.24,1.874,10114.01,5396.48,4717.53
MISS-10176,AG-04,CLI-131,CAND-1074,Recrutement CDI,Terminée,2025-12-01,2026-01-30,420,61.12,123.09,2.014,51695.93,25670.12,26025.81
MISS-10177,AG-11,CLI-137,CAND-1107,Intérim IA/Data,Terminée,2024-07-02,2024-07-07,35,59.03,110.98,1.88,3884.29,2066.17,1818.12
MISS-10178,AG-20,CLI-148,CAND-1296,Intérim IA/Data,Terminée,2024-08-21,2024-10-20,420,43.39,80.82,1.863,33943.81,18224.82,15718.99
MISS-10179,AG-07,CLI-147,CAND-1345,Intérim IA/Data,Terminée,2024-11-30,2024-12-10,70,32.39,63.32,1.955,4432.53,2267.48,2165.05
MISS-10180,AG-16,CLI-153,CAND-1302,Intérim IA/Data,Terminée,2024-03-07,2024-05-06,420,50.2,90.21,1.797,37890.1,21082.13,16807.97
MISS-10181,AG-19,CLI-173,CAND-1170,Management Transition,Terminée,2026-04-30,2026-05-10,70,31.67,63.92,2.019,4474.49,2216.57,2257.92
MISS-10182,AG-07,CLI-109,CAND-1448,Intérim IA/Data,En cours,2025-09-27,2025-10-02,35,38.8,79.81,2.057,2793.19,1357.93,1435.26
MISS-10183,AG-02,CLI-156,CAND-1092,Intérim IA/Data,Terminée,2025-04-11,2025-05-01,140,53.77,110.49,2.055,15468.12,7528.25,7939.87
MISS-10184,AG-15,CLI-125,CAND-1453,Intérim IA/Data,En cours,2025-03-20,2025-04-09,140,62.96,120.58,1.915,16881.66,8814.1,8067.56
MISS-10185,AG-16,CLI-151,CAND-1394,Intérim IA/Data,Terminée,2025-11-19,2025-12-09,140,38.76,68.19,1.759,9546.95,5425.99,4120.96
MISS-10186,AG-09,CLI-123,CAND-1127,Intérim IA/Data,Annulée,2024-07-06,2024-07-16,70,37.89,70.51,1.861,4935.99,2652.1,2283.9
MISS-10187,AG-21,CLI-126,CAND-1039,Recrutement CDI,Annulée,2026-03-01,2026-03-21,140,57.53,108.77,1.891,15228.15,8054.25,7173.9
MISS-10188,AG-02,CLI-134,CAND-1159,Management Transition,Terminée,2025-05-01,2025-05-21,140,38.45,75.02,1.951,10502.11,5382.35,5119.76
MISS-10189,AG-03,CLI-145,CAND-1032,Recrutement CDI,Annulée,2025-06-21,2025-07-01,70,56.34,100.0,1.775,7000.15,3943.49,3056.66
MISS-10190,AG-13,CLI-111,CAND-1130,Intérim IA/Data,Annulée,2025-08-08,2025-08-18,70,44.95,80.17,1.783,5612.04,3146.65,2465.39
MISS-10191,AG-02,CLI-122,CAND-1000,Intérim IA/Data,Terminée,2024-04-19,2024-06-18,420,33.11,68.58,2.071,28802.53,13905.92,14896.61
MISS-10192,AG-01,CLI-176,CAND-1036,Intérim IA/Data,Terminée,2026-03-21,2026-04-10,140,73.74,144.8,1.964,20272.33,10323.37,9948.96
MISS-10193,AG-07,CLI-159,CAND-1453,Intérim IA/Data,En cours,2025-07-25,2025-08-04,70,68.66,141.82,2.066,9927.38,4806.19,5121.19
MISS-10194,AG-07,CLI-161,CAND-1010,Intérim IA/Data,Terminée,2025-06-27,2025-07-07,70,72.95,128.76,1.765,9013.19,5106.17,3907.01
MISS-10195,AG-05,CLI-103,CAND-1230,Recrutement CDI,Terminée,2026-07-23,2026-07-28,35,35.11,70.18,1.999,2456.37,1228.78,1227.59
MISS-10196,AG-20,CLI-174,CAND-1335,Intérim IA/Data,Terminée,2025-07-18,2025-08-07,140,44.64,89.93,2.014,12590.72,6250.18,6340.54
MISS-10197,AG-10,CLI-138,CAND-1350,Intérim IA/Data,Terminée,2025-01-16,2025-03-17,420,55.9,109.47,1.958,45979.04,23477.42,22501.62
MISS-10198,AG-20,CLI-152,CAND-1126,Intérim IA/Data,Terminée,2024-07-30,2024-09-28,420,52.64,100.52,1.91,42218.47,22108.35,20110.11
MISS-10199,AG-10,CLI-152,CAND-1159,Intérim IA/Data,Terminée,2026-04-16,2026-04-21,35,51.46,106.3,2.066,3720.62,1801.01,1919.61
MISS-10200,AG-01,CLI-126,CAND-1223,Intérim IA/Data,Terminée,2024-08-19,2024-09-08,140,66.42,132.76,1.999,18586.39,9298.16,9288.23
MISS-10201,AG-01,CLI-161,CAND-1474,Recrutement CDI,Terminée,2025-08-13,2026-02-09,1260,57.12,110.36,1.932,139058.59,71976.02,67082.57
MISS-10202,AG-04,CLI-171,CAND-1029,Intérim IA/Data,En cours,2024-03-03,2024-03-13,70,46.39,93.02,2.005,6511.71,3247.47,3264.24
MISS-10203,AG-17,CLI-163,CAND-1091,Intérim IA/Data,Terminée,2026-07-05,2026-07-25,140,49.45,101.76,2.058,14246.2,6922.71,7323.49
MISS-10204,AG-07,CLI-125,CAND-1211,Intérim IA/Data,Terminée,2024-09-19,2024-12-18,630,51.31,101.23,1.973,63772.95,32328.14,31444.81
MISS-10205,AG-15,CLI-119,CAND-1384,Intérim IA/Data,En cours,2024-10-20,2024-11-09,140,73.92,132.89,1.798,18605.01,10349.32,8255.69
MISS-10206,AG-17,CLI-125,CAND-1443,Recrutement CDI,En cours,2026-07-10,2026-09-08,420,66.39,125.58,1.891,52742.63,27884.27,24858.36
MISS-10207,AG-08,CLI-111,CAND-1280,Intérim IA/Data,Terminée,2026-03-21,2026-06-19,630,56.71,117.26,2.068,73874.96,35726.6,38148.36
MISS-10208,AG-01,CLI-160,CAND-1030,Intérim IA/Data,Terminée,2026-04-07,2026-07-06,630,41.59,73.14,1.758,46077.02,26203.05,19873.97
MISS-10209,AG-06,CLI-126,CAND-1477,Intérim IA/Data,Terminée,2026-03-31,2026-04-20,140,59.62,105.29,1.766,14740.75,8346.65,6394.11
MISS-10210,AG-20,CLI-112,CAND-1244,Intérim IA/Data,Terminée,2025-06-13,2025-07-03,140,56.56,100.72,1.781,14100.22,7917.99,6182.23
MISS-10211,AG-03,CLI-164,CAND-1054,Management Transition,En cours,2026-05-04,2026-07-03,420,62.6,121.96,1.948,51222.08,26293.51,24928.57
MISS-10212,AG-09,CLI-129,CAND-1160,Recrutement CDI,En cours,2026-02-07,2026-02-27,140,42.26,86.38,2.044,12092.9,5916.44,6176.46
MISS-10213,AG-11,CLI-146,CAND-1098,Recrutement CDI,Terminée,2024-07-15,2024-08-04,140,65.44,118.58,1.812,16601.8,9161.52,7440.28
MISS-10214,AG-16,CLI-178,CAND-1467,Intérim IA/Data,Annulée,2026-06-30,2026-07-05,35,72.69,133.9,1.842,4686.42,2544.25,2142.17
MISS-10215,AG-02,CLI-172,CAND-1320,Recrutement CDI,Annulée,2025-09-30,2025-10-20,140,46.29,89.12,1.925,12476.64,6480.09,5996.55
MISS-10216,AG-01,CLI-107,CAND-1372,Intérim IA/Data,Terminée,2024-09-01,2024-09-21,140,36.61,70.55,1.927,9877.17,5124.89,4752.28
MISS-10217,AG-13,CLI-139,CAND-1409,Intérim IA/Data,Terminée,2025-01-08,2025-04-08,630,49.63,93.47,1.883,58886.81,31269.74,27617.08
MISS-10218,AG-11,CLI-141,CAND-1188,Intérim IA/Data,Terminée,2025-01-03,2025-07-02,1260,39.53,78.63,1.989,99074.1,49813.06,49261.04
MISS-10219,AG-19,CLI-133,CAND-1036,Intérim IA/Data,Terminée,2024-10-13,2025-01-11,630,48.72,102.12,2.096,64333.22,30692.35,33640.87
MISS-10220,AG-21,CLI-163,CAND-1193,Intérim IA/Data,Terminée,2024-12-18,2024-12-23,35,51.64,107.76,2.087,3771.55,1807.46,1964.08
MISS-10221,AG-12,CLI-168,CAND-1308,Recrutement CDI,En cours,2025-04-07,2025-06-06,420,65.85,125.81,1.911,52841.64,27655.86,25185.78
MISS-10222,AG-19,CLI-137,CAND-1289,Recrutement CDI,Terminée,2024-05-01,2024-10-28,1260,63.57,116.62,1.834,146941.03,80098.84,66842.19
MISS-10223,AG-15,CLI-143,CAND-1209,Intérim IA/Data,Terminée,2025-03-21,2025-09-17,1260,73.39,145.55,1.983,183392.8,92469.6,90923.2
MISS-10224,AG-16,CLI-118,CAND-1158,Recrutement CDI,En cours,2024-02-12,2024-04-12,420,35.74,67.03,1.875,28150.99,15012.87,13138.12
MISS-10225,AG-14,CLI-127,CAND-1395,Management Transition,Terminée,2025-02-11,2025-03-03,140,68.53,129.33,1.887,18105.7,9593.87,8511.83
MISS-10226,AG-13,CLI-120,CAND-1287,Intérim IA/Data,Terminée,2026-01-10,2026-01-15,35,47.03,97.08,2.064,3397.78,1646.08,1751.69
MISS-10227,AG-12,CLI-100,CAND-1084,Intérim IA/Data,Terminée,2025-02-24,2025-04-25,420,48.32,100.72,2.084,42301.19,20294.37,22006.82
MISS-10228,AG-09,CLI-168,CAND-1196,Management Transition,Terminée,2024-03-15,2024-04-04,140,33.61,60.57,1.802,8479.33,4705.21,3774.12
MISS-10229,AG-18,CLI-149,CAND-1419,Intérim IA/Data,Terminée,2025-08-15,2025-08-25,70,32.08,66.99,2.089,4689.54,2245.35,2444.18
MISS-10230,AG-08,CLI-148,CAND-1211,Intérim IA/Data,En cours,2024-07-11,2024-07-31,140,41.02,84.49,2.06,11828.39,5742.97,6085.42
MISS-10231,AG-16,CLI-147,CAND-1225,Intérim IA/Data,Terminée,2024-07-10,2024-07-20,70,36.69,69.12,1.884,4838.08,2568.17,2269.91
MISS-10232,AG-13,CLI-169,CAND-1168,Intérim IA/Data,En cours,2025-01-05,2025-01-25,140,73.7,141.91,1.925,19868.02,10318.45,9549.57
MISS-10233,AG-04,CLI-165,CAND-1368,Recrutement CDI,Terminée,2026-03-26,2026-04-15,140,54.08,97.84,1.809,13697.68,7571.72,6125.96
MISS-10234,AG-16,CLI-104,CAND-1400,Intérim IA/Data,Terminée,2024-02-05,2024-02-15,70,56.35,103.58,1.838,7250.77,3944.67,3306.11
MISS-10235,AG-16,CLI-156,CAND-1140,Intérim IA/Data,Terminée,2024-09-28,2024-10-08,70,70.92,126.64,1.786,8864.82,4964.69,3900.12
MISS-10236,AG-19,CLI-111,CAND-1101,Recrutement CDI,Terminée,2024-12-31,2025-01-10,70,72.59,137.69,1.897,9638.22,5081.45,4556.77
MISS-10237,AG-08,CLI-162,CAND-1201,Intérim IA/Data,Terminée,2026-05-15,2026-05-25,70,72.96,132.07,1.81,9244.77,5107.54,4137.23
MISS-10238,AG-17,CLI-156,CAND-1029,Intérim IA/Data,Terminée,2026-04-19,2026-04-29,70,62.79,113.83,1.813,7968.34,4395.17,3573.18
MISS-10239,AG-21,CLI-126,CAND-1403,Intérim IA/Data,Terminée,2025-07-03,2025-07-23,140,71.79,125.7,1.751,17598.45,10050.0,7548.45
MISS-10240,AG-03,CLI-145,CAND-1368,Intérim IA/Data,En cours,2025-10-12,2025-11-01,140,64.39,127.62,1.982,17866.87,9015.24,8851.63
MISS-10241,AG-20,CLI-177,CAND-1453,Intérim IA/Data,Annulée,2024-04-30,2024-05-20,140,31.91,66.58,2.087,9321.12,4467.22,4853.9
MISS-10242,AG-04,CLI-116,CAND-1141,Intérim IA/Data,En cours,2025-04-24,2025-05-14,140,37.25,71.55,1.921,10017.64,5214.95,4802.7
MISS-10243,AG-08,CLI-108,CAND-1390,Intérim IA/Data,Terminée,2025-03-19,2025-05-18,420,68.0,128.39,1.888,53925.38,28559.67,25365.71
MISS-10244,AG-06,CLI-127,CAND-1387,Recrutement CDI,Terminée,2024-10-18,2025-04-16,1260,66.16,125.35,1.895,157946.52,83364.6,74581.92
MISS-10245,AG-20,CLI-129,CAND-1212,Management Transition,En cours,2026-03-13,2026-04-02,140,56.48,112.01,1.983,15681.95,7906.56,7775.39
MISS-10246,AG-06,CLI-100,CAND-1401,Intérim IA/Data,Terminée,2026-02-24,2026-04-25,420,62.04,125.52,2.023,52717.2,26057.53,26659.67
MISS-10247,AG-12,CLI-147,CAND-1110,Intérim IA/Data,Terminée,2025-05-09,2025-07-08,420,57.93,115.12,1.987,48349.24,24331.98,24017.27
MISS-10248,AG-21,CLI-104,CAND-1171,Intérim IA/Data,Annulée,2026-08-02,2026-10-01,420,61.66,113.06,1.834,47486.11,25898.14,21587.97
MISS-10249,AG-17,CLI-158,CAND-1245,Management Transition,Terminée,2024-01-31,2024-02-10,70,55.45,109.96,1.983,7697.2,3881.66,3815.54
MISS-10250,AG-05,CLI-150,CAND-1131,Intérim IA/Data,Terminée,2026-04-30,2026-07-29,630,32.08,63.38,1.975,39930.94,20213.41,19717.53
MISS-10251,AG-10,CLI-148,CAND-1238,Intérim IA/Data,Terminée,2024-08-17,2024-08-27,70,51.28,97.68,1.905,6837.36,3589.82,3247.53
MISS-10252,AG-20,CLI-129,CAND-1420,Recrutement CDI,Terminée,2024-11-27,2024-12-07,70,60.2,122.7,2.038,8588.73,4213.91,4374.82
MISS-10253,AG-11,CLI-119,CAND-1495,Intérim IA/Data,Terminée,2024-06-07,2024-09-05,630,48.39,100.16,2.07,63099.51,30484.81,32614.7
MISS-10254,AG-01,CLI-119,CAND-1491,Intérim IA/Data,Terminée,2024-12-25,2025-02-23,420,50.25,88.53,1.762,37181.39,21103.37,16078.03
MISS-10255,AG-07,CLI-141,CAND-1262,Intérim IA/Data,Terminée,2026-04-11,2026-04-21,70,50.54,88.91,1.759,6223.85,3538.02,2685.83
MISS-10256,AG-09,CLI-121,CAND-1210,Intérim IA/Data,Terminée,2026-03-14,2026-09-10,1260,63.8,117.65,1.844,148239.97,80387.3,67852.67
MISS-10257,AG-08,CLI-145,CAND-1064,Management Transition,Terminée,2025-01-03,2025-03-04,420,42.48,84.75,1.995,35593.8,17840.19,17753.62
MISS-10258,AG-19,CLI-152,CAND-1414,Intérim IA/Data,Terminée,2025-04-10,2025-10-07,1260,42.25,81.35,1.926,102497.48,53230.19,49267.29
MISS-10259,AG-04,CLI-126,CAND-1092,Intérim IA/Data,En cours,2026-01-31,2026-02-20,140,39.45,78.05,1.978,10926.76,5523.68,5403.08
MISS-10260,AG-14,CLI-140,CAND-1252,Intérim IA/Data,Terminée,2024-02-06,2024-02-26,140,71.29,132.66,1.861,18572.71,9980.38,8592.33
MISS-10261,AG-02,CLI-138,CAND-1356,Intérim IA/Data,En cours,2026-07-04,2026-07-24,140,61.88,123.99,2.004,17358.56,8662.83,8695.74
MISS-10262,AG-07,CLI-176,CAND-1381,Intérim IA/Data,En cours,2025-04-28,2025-05-08,70,66.82,122.47,1.833,8572.79,4677.39,3895.41
MISS-10263,AG-22,CLI-172,CAND-1104,Recrutement CDI,Terminée,2025-09-13,2025-09-18,35,55.18,103.6,1.877,3625.9,1931.37,1694.52
MISS-10264,AG-14,CLI-168,CAND-1059,Intérim IA/Data,Terminée,2024-04-13,2024-10-10,1260,33.94,69.95,2.061,88137.07,42767.31,45369.76
MISS-10265,AG-03,CLI-140,CAND-1369,Intérim IA/Data,Annulée,2024-09-22,2024-10-12,140,73.97,147.96,2.0,20714.33,10356.31,10358.03
MISS-10266,AG-07,CLI-172,CAND-1460,Intérim IA/Data,Terminée,2024-05-25,2024-06-04,70,72.46,142.5,1.967,9974.79,5072.25,4902.53
MISS-10267,AG-08,CLI-141,CAND-1382,Recrutement CDI,Terminée,2024-10-19,2025-04-17,1260,31.66,65.1,2.057,82026.88,39885.66,42141.22
MISS-10268,AG-15,CLI-139,CAND-1494,Intérim IA/Data,Terminée,2025-07-17,2025-09-15,420,71.28,132.86,1.864,55799.11,29936.15,25862.96
MISS-10269,AG-02,CLI-141,CAND-1296,Intérim IA/Data,Terminée,2026-04-11,2026-10-08,1260,49.32,98.62,2.0,124263.33,62140.19,62123.14
MISS-10270,AG-15,CLI-134,CAND-1466,Recrutement CDI,En cours,2025-04-11,2025-05-01,140,67.16,123.71,1.842,17319.09,9402.97,7916.13
MISS-10271,AG-21,CLI-107,CAND-1176,Recrutement CDI,Terminée,2025-05-16,2025-07-15,420,73.69,141.74,1.923,59529.86,30951.14,28578.72
MISS-10272,AG-21,CLI-153,CAND-1360,Recrutement CDI,Terminée,2026-04-12,2026-06-11,420,50.03,96.39,1.927,40482.49,21010.75,19471.74
MISS-10273,AG-12,CLI-161,CAND-1236,Intérim IA/Data,Terminée,2025-09-21,2025-11-20,420,45.06,83.17,1.846,34931.51,18924.1,16007.41
MISS-10274,AG-14,CLI-109,CAND-1286,Intérim IA/Data,Terminée,2025-03-06,2025-05-05,420,65.16,128.61,1.974,54016.63,27365.17,26651.46
MISS-10275,AG-16,CLI-148,CAND-1451,Intérim IA/Data,Terminée,2024-04-04,2024-04-09,35,57.04,101.17,1.774,3540.78,1996.35,1544.44
MISS-10276,AG-22,CLI-169,CAND-1398,Recrutement CDI,En cours,2025-01-09,2025-01-29,140,56.88,109.16,1.919,15281.87,7963.59,7318.29
MISS-10277,AG-10,CLI-176,CAND-1323,Intérim IA/Data,Annulée,2025-07-08,2025-07-13,35,42.42,77.24,1.821,2703.42,1484.78,1218.64
MISS-10278,AG-19,CLI-122,CAND-1428,Recrutement CDI,Terminée,2026-03-21,2026-03-26,35,70.17,125.6,1.79,4396.07,2455.84,1940.22
MISS-10279,AG-16,CLI-116,CAND-1350,Management Transition,En cours,2025-07-18,2025-09-16,420,53.71,98.78,1.839,41486.15,22556.64,18929.51
MISS-10280,AG-02,CLI-141,CAND-1200,Intérim IA/Data,Terminée,2025-12-06,2026-06-04,1260,36.94,73.14,1.98,92157.35,46544.52,45612.84
MISS-10281,AG-17,CLI-158,CAND-1069,Management Transition,En cours,2026-06-09,2026-06-19,70,72.21,139.27,1.929,9748.79,5054.91,4693.88
MISS-10282,AG-16,CLI-168,CAND-1102,Intérim IA/Data,Annulée,2024-04-30,2024-05-10,70,42.12,73.86,1.754,5170.55,2948.69,2221.85
MISS-10283,AG-20,CLI-124,CAND-1009,Management Transition,Terminée,2024-10-27,2024-11-16,140,49.91,91.13,1.826,12758.43,6987.64,5770.79
MISS-10284,AG-21,CLI-172,CAND-1341,Intérim IA/Data,Terminée,2026-05-26,2026-06-15,140,60.41,122.63,2.03,17168.78,8457.88,8710.9
MISS-10285,AG-03,CLI-105,CAND-1447,Intérim IA/Data,Terminée,2026-01-29,2026-02-08,70,40.02,75.98,1.899,5318.59,2801.2,2517.39
MISS-10286,AG-10,CLI-148,CAND-1101,Recrutement CDI,Terminée,2025-07-11,2025-07-16,35,64.59,119.39,1.848,4178.48,2260.63,1917.85
MISS-10287,AG-11,CLI-110,CAND-1079,Intérim IA/Data,Terminée,2026-06-26,2026-12-23,1260,56.26,117.11,2.081,147554.91,70890.12,76664.8
MISS-10288,AG-18,CLI-126,CAND-1035,Intérim IA/Data,Terminée,2025-03-23,2025-04-02,70,57.9,104.52,1.805,7316.47,4053.06,3263.41
MISS-10289,AG-10,CLI-118,CAND-1069,Recrutement CDI,Terminée,2025-07-13,2025-09-11,420,61.63,120.76,1.96,50718.65,25883.15,24835.5
MISS-10290,AG-20,CLI-115,CAND-1309,Intérim IA/Data,Terminée,2026-02-24,2026-04-25,420,68.22,123.63,1.812,51926.32,28651.21,23275.11
MISS-10291,AG-22,CLI-171,CAND-1133,Intérim IA/Data,Terminée,2024-07-12,2024-07-22,70,36.86,67.58,1.834,4730.74,2579.93,2150.81
MISS-10292,AG-16,CLI-175,CAND-1194,Management Transition,Terminée,2025-08-10,2025-10-09,420,71.0,138.78,1.955,58286.25,29819.49,28466.76
MISS-10293,AG-17,CLI-127,CAND-1457,Intérim IA/Data,Terminée,2024-02-13,2024-02-18,35,59.8,124.3,2.079,4350.51,2092.99,2257.52
MISS-10294,AG-16,CLI-106,CAND-1158,Recrutement CDI,En cours,2024-09-27,2024-11-26,420,68.07,131.61,1.934,55277.57,28589.35,26688.22
MISS-10295,AG-08,CLI-154,CAND-1495,Intérim IA/Data,Terminée,2024-03-20,2024-06-18,630,51.83,99.3,1.916,62559.85,32652.82,29907.04
MISS-10296,AG-20,CLI-171,CAND-1488,Recrutement CDI,Terminée,2026-07-18,2026-08-07,140,45.51,84.9,1.865,11885.78,6371.9,5513.88
MISS-10297,AG-03,CLI-157,CAND-1334,Recrutement CDI,Terminée,2026-07-28,2026-10-26,630,59.26,106.93,1.805,67368.81,37332.34,30036.47
MISS-10298,AG-10,CLI-155,CAND-1094,Recrutement CDI,Terminée,2024-07-03,2024-07-13,70,54.91,105.68,1.925,7397.73,3843.77,3553.96
MISS-10299,AG-15,CLI-167,CAND-1016,Intérim IA/Data,En cours,2025-09-22,2025-11-21,420,70.73,143.71,2.032,60356.25,29706.72,30649.53
MISS-10300,AG-14,CLI-108,CAND-1463,Intérim IA/Data,Terminée,2024-04-16,2024-04-21,35,51.83,93.31,1.8,3265.76,1814.11,1451.65
MISS-10301,AG-14,CLI-162,CAND-1342,Management Transition,En cours,2025-10-24,2025-11-13,140,69.83,141.27,2.023,19778.05,9776.46,10001.59
MISS-10302,AG-01,CLI-149,CAND-1272,Recrutement CDI,Terminée,2026-03-29,2026-05-28,420,42.63,77.97,1.829,32748.29,17904.58,14843.71
MISS-10303,AG-22,CLI-103,CAND-1322,Intérim IA/Data,Terminée,2025-05-13,2025-11-09,1260,73.3,144.74,1.975,182374.7,92359.08,90015.62
MISS-10304,AG-04,CLI-168,CAND-1040,Intérim IA/Data,Terminée,2024-04-01,2024-04-21,140,32.49,64.01,1.97,8961.86,4548.35,4413.52
MISS-10305,AG-02,CLI-155,CAND-1392,Management Transition,Terminée,2026-02-16,2026-02-26,70,30.67,59.97,1.955,4197.81,2147.0,2050.81
MISS-10306,AG-13,CLI-152,CAND-1125,Recrutement CDI,Terminée,2026-05-05,2026-05-25,140,73.8,132.76,1.799,18586.46,10332.22,8254.25
MISS-10307,AG-07,CLI-125,CAND-1030,Intérim IA/Data,Terminée,2025-09-20,2025-11-19,420,52.05,103.34,1.985,43403.08,21862.29,21540.79
MISS-10308,AG-19,CLI-174,CAND-1100,Recrutement CDI,En cours,2024-08-15,2024-09-04,140,46.32,95.57,2.063,13379.63,6484.8,6894.84
MISS-10309,AG-18,CLI-155,CAND-1265,Intérim IA/Data,Terminée,2024-08-26,2025-02-22,1260,72.32,127.97,1.769,161242.16,91123.43,70118.73
MISS-10310,AG-21,CLI-151,CAND-1292,Intérim IA/Data,En cours,2026-05-21,2026-08-19,630,52.17,98.73,1.892,62201.16,32867.51,29333.65
MISS-10311,AG-19,CLI-177,CAND-1065,Intérim IA/Data,Terminée,2024-02-24,2024-03-05,70,51.84,104.84,2.022,7338.67,3629.05,3709.62
MISS-10312,AG-20,CLI-163,CAND-1470,Recrutement CDI,Terminée,2025-11-25,2025-11-30,35,74.63,144.03,1.93,5041.13,2611.92,2429.21
MISS-10313,AG-05,CLI-111,CAND-1406,Management Transition,En cours,2025-09-22,2025-12-21,630,74.25,155.51,2.094,97974.39,46777.81,51196.58
MISS-10314,AG-14,CLI-158,CAND-1196,Intérim IA/Data,Terminée,2026-05-05,2026-05-25,140,64.38,131.13,2.037,18358.72,9012.53,9346.19
MISS-10315,AG-14,CLI-144,CAND-1414,Management Transition,En cours,2025-02-15,2025-02-25,70,40.08,82.89,2.068,5802.4,2805.7,2996.71
MISS-10316,AG-10,CLI-160,CAND-1418,Recrutement CDI,Terminée,2025-01-29,2025-02-08,70,66.3,127.18,1.918,8902.5,4640.82,4261.68
MISS-10317,AG-15,CLI-151,CAND-1415,Recrutement CDI,Terminée,2024-11-23,2025-01-22,420,52.92,100.49,1.899,42206.52,22224.76,19981.76
MISS-10318,AG-09,CLI-121,CAND-1307,Recrutement CDI,Terminée,2025-05-02,2025-10-29,1260,48.94,100.93,2.062,127171.42,61662.87,65508.55
MISS-10319,AG-20,CLI-143,CAND-1346,Intérim IA/Data,Terminée,2024-08-12,2024-08-22,70,74.19,139.95,1.886,9796.77,5193.16,4603.61
MISS-10320,AG-12,CLI-145,CAND-1080,Intérim IA/Data,Terminée,2024-04-16,2024-10-13,1260,65.05,119.23,1.833,150231.02,81961.54,68269.48
MISS-10321,AG-12,CLI-105,CAND-1436,Intérim IA/Data,Terminée,2025-08-18,2025-09-07,140,53.99,101.35,1.877,14189.44,7558.5,6630.94
MISS-10322,AG-19,CLI-168,CAND-1336,Intérim IA/Data,Terminée,2025-01-09,2025-03-10,420,72.82,136.8,1.879,57456.74,30585.26,26871.49
MISS-10323,AG-18,CLI-179,CAND-1448,Management Transition,Terminée,2026-04-12,2026-04-22,70,46.51,92.13,1.981,6448.81,3255.46,3193.34
MISS-10324,AG-02,CLI-130,CAND-1180,Recrutement CDI,Annulée,2025-12-21,2026-01-10,140,56.43,104.89,1.859,14684.76,7900.32,6784.44
MISS-10325,AG-22,CLI-166,CAND-1029,Intérim IA/Data,Terminée,2024-06-29,2024-08-28,420,64.13,116.22,1.812,48813.58,26935.23,21878.35
MISS-10326,AG-21,CLI-170,CAND-1492,Intérim IA/Data,Terminée,2024-10-11,2025-04-09,1260,68.49,120.18,1.755,151431.61,86292.68,65138.92
MISS-10327,AG-16,CLI-118,CAND-1029,Intérim IA/Data,En cours,2025-01-23,2025-07-22,1260,42.31,74.4,1.758,93742.92,53314.38,40428.54
MISS-10328,AG-21,CLI-135,CAND-1026,Intérim IA/Data,Terminée,2024-03-17,2024-03-22,35,38.09,75.0,1.969,2624.88,1333.03,1291.86
MISS-10329,AG-02,CLI-160,CAND-1457,Intérim IA/Data,Annulée,2026-03-08,2026-06-06,630,62.6,126.29,2.017,79563.76,39438.07,40125.69
MISS-10330,AG-13,CLI-158,CAND-1065,Intérim IA/Data,Terminée,2025-06-23,2025-12-20,1260,61.85,121.93,1.971,153629.09,77928.35,75700.74
MISS-10331,AG-18,CLI-174,CAND-1450,Intérim IA/Data,En cours,2026-04-02,2026-04-22,140,44.32,79.09,1.785,11072.87,6204.72,4868.15
MISS-10332,AG-21,CLI-149,CAND-1167,Intérim IA/Data,Terminée,2024-04-10,2024-04-30,140,45.37,82.58,1.82,11561.61,6351.64,5209.96
MISS-10333,AG-15,CLI-122,CAND-1139,Management Transition,Terminée,2024-07-23,2024-10-21,630,64.61,132.64,2.053,83565.65,40707.44,42858.21
MISS-10334,AG-14,CLI-102,CAND-1456,Recrutement CDI,Terminée,2025-05-16,2025-06-05,140,62.69,115.93,1.849,16229.9,8776.69,7453.21
MISS-10335,AG-16,CLI-148,CAND-1075,Intérim IA/Data,Terminée,2025-09-09,2025-09-14,35,69.12,139.55,2.019,4884.17,2419.33,2464.84
